station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
QFB,2020-10-20 13:30,128.7167,35.6500,51.80,46.40,81.74,140.00,1.00,0.00,30.30,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 201330Z AUTO 14001KT 9999 CLR 11/08 A3030 RMK A02 TSNO
QES,2020-10-20 13:30,126.4500,36.9667,64.40,50.00,59.50,M,M,0.00,M,M,2.98,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQES 201330Z AUTO 4800 CLR 18/10 / RMK A02 TSNO
QEJ,2020-10-20 13:30,127.9500,38.2000,44.60,42.80,93.35,0.00,0.00,0.00,30.26,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 201330Z AUTO 00000KT 9999 CLR 07/06 A3026 RMK A02 TSNO
QEI,2020-10-20 13:30,128.0667,37.9500,46.40,42.80,87.19,0.00,0.00,0.00,30.26,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 201330Z AUTO 00000KT 9999 CLR 08/06 A3026 RMK A02 TSNO
QEQ,2020-10-20 13:30,127.5500,37.8500,46.40,44.60,93.40,120.00,1.00,0.00,30.27,M,5.59,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEQ 201330Z AUTO 12001KT 9000 CLR 08/07 A3027 RMK A02 TSNO
QEP,2020-10-20 13:30,127.2667,37.4000,48.20,44.60,87.28,110.00,1.00,0.00,30.27,M,3.73,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEP 201330Z AUTO 11001KT 6000 CLR 09/07 A3027 RMK A02 TSNO
QFT,2020-10-20 13:30,127.3500,37.6000,48.20,46.40,93.45,30.00,1.00,0.00,30.24,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 201330Z AUTO 03001KT / // CLR 09/08 A3024 RMK A02 TSNO
QFU,2020-10-20 13:30,126.9667,37.8000,48.20,41.00,76.01,160.00,1.00,0.00,30.28,M,2.49,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQFU 201330Z AUTO 16001KT 4000 HZ CLR 09/05 A3028 RMK A02 TSNO
QEX,2020-10-20 13:30,128.3000,36.1000,55.40,44.60,66.91,310.00,2.00,0.00,30.17,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 201330Z AUTO 31002KT 9999 CLR 13/07 A3017 RMK A02 TSNO
QFW,2020-10-20 13:30,127.8833,37.6667,48.20,46.40,93.45,110.00,1.00,0.00,30.27,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 201330Z AUTO 11001KT 9999 CLR 09/08 A3027 RMK A02 TSNO
QFV,2020-10-20 13:30,127.5000,38.0500,42.80,39.20,86.99,280.00,1.00,0.00,30.30,M,5.59,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFV 201330Z AUTO 28001KT 9000 // CLR 06/04 A3030 RMK A02 TSNO
RKSI,2020-10-20 13:30,126.4500,37.4667,57.20,51.80,82.12,30.00,3.00,0.00,30.21,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSI 201330Z 03003KT 350V050 7000 NSC 14/11 Q1023 NOSIG
RKJK,2020-10-20 13:36,126.6220,35.8994,57.20,57.20,100.00,0.00,0.00,0.00,30.21,1023.40,2.25,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,RKJK 201336Z AUTO 00000KT 2 1/4SM BR CLR 14/14 A3021 RMK AO2 SLP234 $
QFB,2020-10-20 13:40,128.7167,35.6500,51.80,44.60,76.34,0.00,0.00,0.00,30.30,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 201340Z AUTO 00000KT 9999 CLR 11/07 A3030 RMK A02 TSNO
QEN,2020-10-20 13:40,128.7500,37.6667,41.00,44.60,M,260.00,5.00,0.00,M,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 201340Z AUTO 26005KT 9999 CLR 05/07 / RMK A02 TSNO
QES,2020-10-20 13:40,126.4500,36.9667,64.40,50.00,59.50,M,M,0.00,M,M,2.98,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQES 201340Z AUTO 4800 CLR 18/10 / RMK A02 TSNO
QEJ,2020-10-20 13:40,127.9500,38.2000,44.60,42.80,93.35,110.00,1.00,0.00,30.26,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 201340Z AUTO 11001KT 9999 CLR 07/06 A3026 RMK A02 TSNO
QEI,2020-10-20 13:40,128.0667,37.9500,44.60,42.80,93.35,120.00,1.00,0.00,30.27,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 201340Z AUTO 12001KT 9999 CLR 07/06 A3027 RMK A02 TSNO
QEQ,2020-10-20 13:40,127.5500,37.8500,46.40,46.40,100.00,60.00,2.00,0.00,30.27,M,4.97,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEQ 201340Z AUTO 06002KT 8000 CLR 08/08 A3027 RMK A02 TSNO
QEW,2020-10-20 13:40,128.1500,36.4000,46.40,42.80,87.19,300.00,1.00,0.00,30.24,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEW 201340Z AUTO 30001KT 9999 CLR 08/06 A3024 RMK A02 TSNO
QEP,2020-10-20 13:40,127.2667,37.4000,48.20,44.60,87.28,0.00,0.00,0.00,30.27,M,3.73,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEP 201340Z AUTO 00000KT 6000 CLR 09/07 A3027 RMK A02 TSNO
QFT,2020-10-20 13:40,127.3500,37.6000,48.20,46.40,93.45,20.00,2.00,0.00,30.24,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 201340Z AUTO 02002KT / // CLR 09/08 A3024 RMK A02 TSNO
QFU,2020-10-20 13:40,126.9667,37.8000,48.20,41.00,76.01,170.00,1.00,0.00,30.28,M,1.99,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQFU 201340Z AUTO 17001KT 3200 HZ CLR 09/05 A3028 RMK A02 TSNO
QEX,2020-10-20 13:40,128.3000,36.1000,55.40,44.60,66.91,310.00,2.00,0.00,30.17,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 201340Z AUTO 31002KT 9999 CLR 13/07 A3017 RMK A02 TSNO
QFW,2020-10-20 13:40,127.8833,37.6667,48.20,46.40,93.45,30.00,1.00,0.00,30.27,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 201340Z AUTO 03001KT 9999 CLR 09/08 A3027 RMK A02 TSNO
QFV,2020-10-20 13:40,127.5000,38.0500,42.80,39.20,86.99,170.00,1.00,0.00,30.30,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFV 201340Z AUTO 17001KT 9999 CLR 06/04 A3030 RMK A02 TSNO
RKJK,2020-10-20 13:46,126.6220,35.8994,57.20,57.20,100.00,170.00,3.00,0.00,30.21,1023.40,3.00,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,RKJK 201346Z AUTO 17003KT 3SM BR CLR 14/14 A3021 RMK AO2 SLP234 $
RKJK,2020-10-20 13:49,126.6220,35.8994,57.20,55.40,93.69,160.00,3.00,0.00,30.21,1023.40,1.50,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,RKJK 201349Z 16003KT 1 1/2SM BR CLR 14/13 A3021 RMK SLP234 $
QFB,2020-10-20 13:50,128.7167,35.6500,50.00,46.40,87.37,270.00,1.00,0.00,30.30,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 201350Z AUTO 27001KT 9999 CLR 10/08 A3030 RMK A02 TSNO
QEN,2020-10-20 13:50,128.7500,37.6667,41.00,42.80,M,260.00,6.00,0.00,30.28,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 201350Z AUTO 26006KT 9999 CLR 05/06 A3028 RMK A02 TSNO
QES,2020-10-20 13:50,126.4500,36.9667,64.40,50.00,59.50,M,M,0.00,M,M,2.98,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQES 201350Z AUTO 4800 CLR 18/10 / RMK A02 TSNO
QEJ,2020-10-20 13:50,127.9500,38.2000,44.60,42.80,93.35,270.00,1.00,0.00,30.26,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 201350Z AUTO 27001KT 9999 CLR 07/06 A3026 RMK A02 TSNO
QEI,2020-10-20 13:50,128.0667,37.9500,44.60,42.80,93.35,290.00,1.00,0.00,30.26,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 201350Z AUTO 29001KT 9999 CLR 07/06 A3026 RMK A02 TSNO
QEQ,2020-10-20 13:50,127.5500,37.8500,46.40,46.40,100.00,80.00,1.00,0.00,30.27,M,5.59,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEQ 201350Z AUTO 08001KT 9000 CLR 08/08 A3027 RMK A02 TSNO
QEW,2020-10-20 13:50,128.1500,36.4000,46.40,42.80,87.19,260.00,1.00,0.00,30.25,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEW 201350Z AUTO 26001KT 9999 CLR 08/06 A3025 RMK A02 TSNO
QEP,2020-10-20 13:50,127.2667,37.4000,48.20,44.60,87.28,0.00,0.00,0.00,30.27,M,3.73,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEP 201350Z AUTO 00000KT 6000 CLR 09/07 A3027 RMK A02 TSNO
QFT,2020-10-20 13:50,127.3500,37.6000,48.20,44.60,87.28,130.00,1.00,0.00,30.24,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 201350Z AUTO 13001KT / // CLR 09/07 A3024 RMK A02 TSNO
QFU,2020-10-20 13:50,126.9667,37.8000,48.20,41.00,76.01,140.00,1.00,0.00,30.28,M,3.73,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQFU 201350Z AUTO 14001KT 6000 HZ CLR 09/05 A3028 RMK A02 TSNO
QEX,2020-10-20 13:50,128.3000,36.1000,53.60,44.60,71.45,300.00,2.00,0.00,30.17,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 201350Z AUTO 30002KT 9999 CLR 12/07 A3017 RMK A02 TSNO
QFW,2020-10-20 13:50,127.8833,37.6667,48.20,46.40,93.45,50.00,1.00,0.00,30.27,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 201350Z AUTO 05001KT 9999 CLR 09/08 A3027 RMK A02 TSNO
QFV,2020-10-20 13:50,127.5000,38.0500,42.80,39.20,86.99,50.00,1.00,0.00,30.29,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFV 201350Z AUTO 05001KT 9999 CLR 06/04 A3029 RMK A02 TSNO
RKJK,2020-10-20 13:56,126.6220,35.8994,55.90,54.50,95.04,150.00,3.00,0.00,30.21,1023.40,2.50,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,RKJK 201356Z AUTO 15003KT 2 1/2SM BR CLR 13/13 A3021 RMK AO2 VIS 2 1/2V3 SLP234 T01330125 $
RKSG,2020-10-20 13:56,127.0311,36.9622,53.80,44.60,70.93,0.00,0.00,0.00,30.23,1024.00,3.00,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,RKSG 201356Z 00000KT 3SM HZ CLR 12/07 A3023 RMK AO2A SLP240 T01210070 402120078 55002 $
RKSY,2020-10-20 13:58,126.9753,37.5241,50.40,46.80,87.39,0.00,0.00,0.00,30.22,1023.70,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSY 201358Z AUTO 00000KT 9999 CLR 10/08 A3022 RMK AO2 SLP237 T01020082 $
RKSO,2020-10-20 13:58,127.0296,37.0906,48.70,48.00,97.41,100.00,3.00,0.00,30.22,1023.70,5.00,M,FEW,M,M,M,20000.00,M,M,M,BR,M,M,M,M,M,M,47.78,RKSO 201358Z 10003KT 5SM BR FEW200 09/09 A3022 RMK AO2A SLP237 T00930089 $
RKJB,2020-10-20 14:00,126.3800,34.9800,53.60,48.20,81.87,140.00,3.00,0.00,30.24,M,4.35,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKJB 201400Z AUTO 14003KT 7000 NCD 12/09 Q1024
RKPC,2020-10-20 14:00,126.4930,33.5113,64.40,57.20,77.45,100.00,8.00,0.00,30.21,M,6.21,M,FEW,BKN,M,M,3000.00,23000.00,M,M,M,M,M,M,M,M,M,M,RKPC 201400Z 10008KT 9999 FEW030 BKN230 18/14 Q1023 NOSIG
RKNY,2020-10-20 14:00,128.6692,38.0613,51.80,44.60,76.34,220.00,2.00,0.00,30.21,M,6.21,M,NCD,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKNY 201400Z AUTO 22002KT 9999 NCD 11/07 Q1023
QFB,2020-10-20 14:00,128.7167,35.6500,50.00,46.40,87.37,340.00,2.00,0.00,30.31,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 201400Z AUTO 34002KT 9999 CLR 10/08 A3031 RMK A02 TSNO
RKSS,2020-10-20 14:00,126.7906,37.5583,50.00,50.00,100.00,10.00,2.00,0.00,30.24,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSS 201400Z 01002KT 7000 NSC 10/10 Q1024 NOSIG
RKTN,2020-10-20 14:00,128.6589,35.8941,53.60,46.40,76.50,120.00,4.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKTN 201400Z 12004KT CAVOK 12/08 Q1024
RKTU,2020-10-20 14:00,127.4991,36.7166,46.40,42.80,87.19,170.00,1.00,0.00,30.24,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKTU 201400Z 17001KT 8000 NSC 08/06 Q1024
QEN,2020-10-20 14:00,128.7500,37.6667,41.00,44.60,M,270.00,5.00,0.00,30.28,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 201400Z AUTO 27005KT 9999 CLR 05/07 A3028 RMK A02 TSNO
QES,2020-10-20 14:00,126.4500,36.9667,64.40,50.00,59.50,M,M,0.00,M,M,2.98,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQES 201400Z AUTO 4800 CLR 18/10 / RMK A02 TSNO
QEJ,2020-10-20 14:00,127.9500,38.2000,42.80,41.00,93.30,120.00,1.00,0.00,30.26,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 201400Z AUTO 12001KT 9999 CLR 06/05 A3026 RMK A02 TSNO
QEI,2020-10-20 14:00,128.0667,37.9500,44.60,42.80,93.35,130.00,2.00,0.00,30.27,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 201400Z AUTO 13002KT 9999 CLR 07/06 A3027 RMK A02 TSNO
QEQ,2020-10-20 14:00,127.5500,37.8500,46.40,46.40,100.00,0.00,0.00,0.00,30.27,M,5.59,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEQ 201400Z AUTO 00000KT 9000 CLR 08/08 A3027 RMK A02 TSNO
QEW,2020-10-20 14:00,128.1500,36.4000,48.20,42.80,81.47,0.00,0.00,0.00,30.25,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEW 201400Z AUTO 00000KT 9999 CLR 09/06 A3025 RMK A02 TSNO
QEP,2020-10-20 14:00,127.2667,37.4000,48.20,44.60,87.28,130.00,1.00,0.00,30.27,M,3.73,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEP 201400Z AUTO 13001KT 6000 CLR 09/07 A3027 RMK A02 TSNO
RKPK,2020-10-20 14:00,128.9382,35.1795,53.60,46.40,76.50,340.00,3.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKPK 201400Z 34003KT CAVOK 12/08 Q1024
QFT,2020-10-20 14:00,127.3500,37.6000,48.20,44.60,87.28,140.00,1.00,0.00,30.24,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 201400Z AUTO 14001KT / // CLR 09/07 A3024 RMK A02 TSNO
QFU,2020-10-20 14:00,126.9667,37.8000,48.20,41.00,76.01,230.00,1.00,0.00,30.28,M,3.73,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQFU 201400Z AUTO 23001KT 6000 HZ CLR 09/05 A3028 RMK A02 TSNO
QEX,2020-10-20 14:00,128.3000,36.1000,53.60,44.60,71.45,290.00,1.00,0.00,30.17,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 201400Z AUTO 29001KT 9999 CLR 12/07 A3017 RMK A02 TSNO
QFW,2020-10-20 14:00,127.8833,37.6667,46.40,46.40,100.00,80.00,1.00,0.00,30.27,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 201400Z AUTO 08001KT 9999 CLR 08/08 A3027 RMK A02 TSNO
QFV,2020-10-20 14:00,127.5000,38.0500,42.80,39.20,86.99,270.00,1.00,0.00,30.29,M,5.59,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFV 201400Z AUTO 27001KT 9000 // CLR 06/04 A3029 RMK A02 TSNO
RKSI,2020-10-20 14:00,126.4500,37.4667,57.20,51.80,82.12,50.00,4.00,0.00,30.21,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RKSI 201400Z 05004KT 7000 NSC 14/11 Q1023 NOSIG
RKJK,2020-10-20 14:00,126.6220,35.8994,54.50,53.10,95.01,0.00,0.00,0.00,30.21,1023.40,0.50,M,CLR,M,M,M,M,M,M,M,FG,M,M,M,M,M,M,M,RKJK 201400Z 00000KT 1/2SM FG CLR 13/12 A3021 RMK SLP234 T01250117 402210074 50004 $
RKSM,2020-10-20 14:00,127.1139,37.4458,51.80,44.60,76.34,220.00,1.00,0.00,30.25,M,6.21,M,SCT,M,M,M,20000.00,M,M,M,M,M,M,M,M,M,M,M,RKSM 201400Z 22001KT 9999 SCT200 11/07 A3025
RKJK,2020-10-20 14:01,126.6220,35.8994,55.40,53.60,93.65,0.00,0.00,0.00,30.21,1023.40,2.00,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,RKJK 201401Z AUTO 00000KT 2SM BR CLR 13/12 A3021 RMK AO2 VIS 2V2 3/4 SLP234 $
QFB,2020-10-20 14:10,128.7167,35.6500,48.20,44.60,87.28,290.00,3.00,0.00,30.31,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,47.21,KQFB 201410Z AUTO 29003KT 9999 CLR 09/07 A3031 RMK A02 TSNO
QEN,2020-10-20 14:10,128.7500,37.6667,41.00,44.60,M,250.00,5.00,0.00,M,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 201410Z AUTO 25005KT 9999 CLR 05/07 / RMK A02 TSNO
QES,2020-10-20 14:10,126.4500,36.9667,64.40,50.00,59.50,M,M,0.00,M,M,2.49,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,KQES 201410Z AUTO 4000 BR CLR 18/10 / RMK A02 TSNO
QEJ,2020-10-20 14:10,127.9500,38.2000,42.80,41.00,93.30,0.00,0.00,0.00,30.25,M,5.59,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 201410Z AUTO 00000KT 9000 CLR 06/05 A3025 RMK A02 TSNO
QEI,2020-10-20 14:10,128.0667,37.9500,44.60,42.80,93.35,280.00,1.00,0.00,30.26,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 201410Z AUTO 28001KT 9999 CLR 07/06 A3026 RMK A02 TSNO
QEQ,2020-10-20 14:10,127.5500,37.8500,44.60,44.60,100.00,50.00,1.00,0.00,30.28,M,3.73,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEQ 201410Z AUTO 05001KT 6000 CLR 07/07 A3028 RMK A02 TSNO
QEW,2020-10-20 14:10,128.1500,36.4000,46.40,42.80,87.19,150.00,5.00,0.00,30.25,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.50,KQEW 201410Z AUTO 15005KT 9999 CLR 08/06 A3025 RMK A02 TSNO
QEP,2020-10-20 14:10,127.2667,37.4000,48.20,44.60,87.28,130.00,2.00,0.00,30.26,M,4.97,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEP 201410Z AUTO 13002KT 8000 CLR 09/07 A3026 RMK A02 TSNO
QFT,2020-10-20 14:10,127.3500,37.6000,46.40,44.60,93.40,160.00,1.00,0.00,30.23,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 201410Z AUTO 16001KT / // CLR 08/07 A3023 RMK A02 TSNO
QFU,2020-10-20 14:10,126.9667,37.8000,48.20,41.00,76.01,250.00,2.00,0.00,30.28,M,3.73,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQFU 201410Z AUTO 25002KT 6000 HZ CLR 09/05 A3028 RMK A02 TSNO
QEX,2020-10-20 14:10,128.3000,36.1000,53.60,44.60,71.45,310.00,2.00,0.00,30.18,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 201410Z AUTO 31002KT 9999 CLR 12/07 A3018 RMK A02 TSNO
QFW,2020-10-20 14:10,127.8833,37.6667,46.40,46.40,100.00,90.00,1.00,0.00,30.27,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 201410Z AUTO 09001KT 9999 CLR 08/08 A3027 RMK A02 TSNO
QFV,2020-10-20 14:10,127.5000,38.0500,42.80,39.20,86.99,160.00,1.00,0.00,30.29,M,5.59,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFV 201410Z AUTO 16001KT 9000 // CLR 06/04 A3029 RMK A02 TSNO
RKJK,2020-10-20 14:11,126.6220,35.8994,53.60,51.80,93.60,170.00,3.00,0.00,30.21,1023.40,1.50,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,RKJK 201411Z 17003KT 1 1/2SM BR CLR 12/11 A3021 RMK AO2A VIS 1 1/2V2 SLP234 $
QFB,2020-10-20 14:20,128.7167,35.6500,48.20,44.60,87.28,280.00,2.00,0.00,30.31,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFB 201420Z AUTO 28002KT 9999 CLR 09/07 A3031 RMK A02 TSNO
QEN,2020-10-20 14:20,128.7500,37.6667,41.00,44.60,M,250.00,4.00,0.00,M,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 201420Z AUTO 25004KT 9999 CLR 05/07 / RMK A02 TSNO
QES,2020-10-20 14:20,126.4500,36.9667,64.40,50.00,59.50,M,M,0.00,M,M,2.49,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,KQES 201420Z AUTO 4000 BR CLR 18/10 / RMK A02 TSNO
QEJ,2020-10-20 14:20,127.9500,38.2000,42.80,41.00,93.30,0.00,0.00,0.00,30.25,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEJ 201420Z AUTO 00000KT 9999 CLR 06/05 A3025 RMK A02 TSNO
QEI,2020-10-20 14:20,128.0667,37.9500,44.60,42.80,93.35,140.00,1.00,0.00,30.26,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEI 201420Z AUTO 14001KT 9999 CLR 07/06 A3026 RMK A02 TSNO
QEQ,2020-10-20 14:20,127.5500,37.8500,46.40,46.40,100.00,120.00,1.00,0.00,30.28,M,4.97,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEQ 201420Z AUTO 12001KT 8000 CLR 08/08 A3028 RMK A02 TSNO
QEW,2020-10-20 14:20,128.1500,36.4000,48.20,42.80,81.47,160.00,4.00,0.00,30.25,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,46.34,KQEW 201420Z AUTO 16004KT 9999 CLR 09/06 A3025 RMK A02 TSNO
QEP,2020-10-20 14:20,127.2667,37.4000,48.20,44.60,87.28,130.00,1.00,0.00,30.27,M,3.73,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEP 201420Z AUTO 13001KT 6000 CLR 09/07 A3027 RMK A02 TSNO
QFT,2020-10-20 14:20,127.3500,37.6000,46.40,44.60,93.40,0.00,0.00,0.00,30.24,M,M,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFT 201420Z AUTO 00000KT / // CLR 08/07 A3024 RMK A02 TSNO
QFU,2020-10-20 14:20,126.9667,37.8000,48.20,41.00,76.01,90.00,1.00,0.00,30.28,M,3.73,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KQFU 201420Z AUTO 09001KT 6000 HZ CLR 09/05 A3028 RMK A02 TSNO
QEX,2020-10-20 14:20,128.3000,36.1000,53.60,44.60,71.45,270.00,3.00,0.00,30.17,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEX 201420Z AUTO 27003KT 9999 CLR 12/07 A3017 RMK A02 TSNO
QFW,2020-10-20 14:20,127.8833,37.6667,46.40,46.40,100.00,140.00,1.00,0.00,30.27,M,6.21,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQFW 201420Z AUTO 14001KT 9999 CLR 08/08 A3027 RMK A02 TSNO
QFV,2020-10-20 14:20,127.5000,38.0500,42.80,39.20,86.99,110.00,2.00,0.00,30.30,M,5.59,M,CLR,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,KQFV 201420Z AUTO 11002KT 9000 // CLR 06/04 A3030 RMK A02 TSNO
QEN,2020-10-20 14:30,128.7500,37.6667,41.00,44.60,M,260.00,5.00,0.00,M,M,5.59,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KQEN 201430Z AUTO 26005KT 9000 CLR 05/07 / RMK A02 TSNO
QES,2020-10-20 14:30,126.4500,36.9667,64.40,50.00,59.50,M,M,0.00,M,M,2.49,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,KQES 201430Z AUTO 4000 BR CLR 18/10 / RMK A02 TSNO
