station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
RJKN,2020-10-20 08:23,128.8813,27.8364,75.20,71.60,88.59,50.00,11.00,0.00,30.00,M,3.73,M,FEW,BKN,BKN,M,1400.00,1700.00,2300.00,M,-RA,M,M,M,M,M,M,M,RJKN 200823Z AUTO 05011KT 010V100 6000 -RA FEW014 BKN017 BKN023 24/22 Q1016 RMK A3001
ROAH,2020-10-20 08:27,127.6458,26.1958,82.40,71.60,69.90,70.00,17.00,0.00,29.91,M,6.21,27.00,FEW,BKN,M,M,2500.00,M,M,M,VCSH,M,M,M,M,M,M,87.18,ROAH 200827Z 07017G27KT 9999 VCSH FEW025 BKN/// 28/22 Q1013 RMK 2CU025 A2994
RJAA,2020-10-20 08:30,140.3856,35.7653,62.60,51.80,67.75,50.00,4.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJAA 200830Z 05004KT 010V080 9999 FEW030 17/11 Q1024 NOSIG RMK 1CU030 A3025
RJCC,2020-10-20 08:30,141.6926,42.7742,51.80,41.00,66.48,330.00,5.00,0.00,30.27,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJCC 200830Z 33005KT 9999 FEW030 11/05 Q1025 RMK 1CU030 A3027
RJFF,2020-10-20 08:30,130.4517,33.5844,69.80,39.20,32.72,80.00,5.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJFF 200830Z 08005KT 010V110 CAVOK 21/04 Q1022 BECMG 02005KT RMK A3019
RJBB,2020-10-20 08:30,135.2328,34.4342,69.80,57.20,64.26,320.00,8.00,0.00,30.18,M,6.21,M,FEW,SCT,M,M,3000.00,6000.00,M,M,M,M,M,M,M,M,M,M,RJBB 200830Z 32008KT 9999 FEW030 SCT060 21/14 Q1022 BECMG 03010KT
RJGG,2020-10-20 08:30,136.8054,34.8584,68.00,44.60,42.85,210.00,9.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJGG 200830Z 21009KT 9999 FEW030 20/07 Q1023 NOSIG
RJTT,2020-10-20 08:30,139.7811,35.5533,66.20,51.80,59.74,50.00,12.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJTT 200830Z 05012KT 9999 FEW030 19/11 Q1024 BECMG 08014KT RMK 1CU030 A3025
ROAH,2020-10-20 08:30,127.6458,26.1958,82.40,71.60,69.90,70.00,17.00,0.00,29.94,M,6.21,27.00,FEW,BKN,M,M,2500.00,M,M,M,VCSH,M,M,M,M,M,M,87.18,ROAH 200830Z 07017G27KT 9999 VCSH FEW025 BKN/// 28/22 Q1014 RMK 2CU025 A2994
RJOI,2020-10-20 08:55,132.2357,34.1439,70.00,48.90,47.06,80.00,7.00,0.00,30.20,1022.60,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,RJOI 200855Z 08007KT 9999 FEW025 21/09 A3020 RMK SLP226 T02110094 54000
RJTY,2020-10-20 08:56,139.3485,35.7485,60.60,52.00,73.25,270.00,3.00,0.00,30.30,1026.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJTY 200856Z AUTO 27003KT 10SM CLR 16/11 A3030 RMK AO2 SLP265 T01590111 53009 FZRANO $
RODN,2020-10-20 08:56,127.7676,26.3556,79.30,71.40,76.82,60.00,16.00,0.00,29.96,M,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RODN 200856Z AUTO 06016G23KT 10SM CLR 26/22 A2996 RMK AO2 SLPNO T02630219 52007 $
ROTM,2020-10-20 08:56,127.7565,26.2743,80.10,73.90,81.42,70.00,16.00,0.00,29.98,1013.30,6.21,22.00,SCT,BKN,BKN,M,2000.00,8000.00,18000.00,M,M,M,M,M,M,M,M,84.64,ROTM 200856Z 07016G22KT 9999 SCT020 BKN080 BKN180 27/23 A2998 RMK SLP133 T02670233 51010
RJFR,2020-10-20 09:00,131.0350,33.8456,66.20,48.20,52.25,0.00,0.00,0.00,30.18,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJFR 200900Z 00000KT 9999 FEW020 19/09 Q1022
RJSR,2020-10-20 09:00,140.3714,40.1919,50.00,46.40,87.37,140.00,3.00,0.00,30.30,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RJSR 200900Z 14003KT 9999 FEW040 10/08 Q1026
RJAA,2020-10-20 09:00,140.3856,35.7653,60.80,51.80,72.20,20.00,4.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJAA 200900Z 02004KT 9999 FEW030 16/11 Q1024 NOSIG
RJAH,2020-10-20 09:00,140.4147,36.1817,59.00,51.80,76.98,20.00,3.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJAH 200900Z 02003KT 9999 FEW030 15/11 Q1024
RJBT,2020-10-20 09:00,134.7869,35.5128,60.80,53.60,77.14,10.00,2.00,0.00,30.24,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJBT 200900Z 01002KT 9999 FEW020 16/12 Q1024
RJCB,2020-10-20 09:00,143.2172,42.7333,48.20,37.40,66.05,M,2.00,0.00,30.24,M,6.21,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,RJCB 200900Z VRB02KT 9999 FEW050 09/03 Q1024
RJCC,2020-10-20 09:00,141.6926,42.7742,50.00,41.00,71.07,340.00,4.00,0.00,30.27,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJCC 200900Z 34004KT 9999 FEW030 10/05 Q1025
RJCH,2020-10-20 09:00,140.8219,41.7700,55.40,41.00,58.27,10.00,5.00,0.00,30.27,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJCH 200900Z 01005KT 320V040 9999 FEW030 13/05 Q1025
RJCK,2020-10-20 09:00,144.1931,43.0408,50.00,41.00,71.07,60.00,4.00,0.00,30.27,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJCK 200900Z 06004KT 030V100 9999 FEW030 10/05 Q1025
RJCM,2020-10-20 09:00,144.1642,43.8806,46.40,39.20,75.84,190.00,3.00,0.00,30.27,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,45.15,RJCM 200900Z 19003KT 160V250 9999 FEW020 08/04 Q1025
RJCN,2020-10-20 09:00,144.9600,43.5775,42.80,37.40,81.07,150.00,3.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,41.03,RJCN 200900Z 15003KT 110V190 9999 FEW030 06/03 Q1024
RJCO,2020-10-20 09:00,141.3814,43.1175,53.60,42.80,66.70,290.00,4.00,0.00,30.30,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJCO 200900Z 29004KT 9999 FEW030 12/06 Q1026
RJCW,2020-10-20 09:00,141.8022,45.4044,41.00,35.60,80.93,160.00,4.00,0.00,30.27,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,37.93,RJCW 200900Z 16004KT 9999 FEW030 05/02 Q1025
RJDT,2020-10-20 09:00,129.3306,34.2850,64.40,50.00,59.50,30.00,8.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,RJDT 200900Z 03008KT 340V060 9999 FEW035 18/10 Q1023
RJEC,2020-10-20 09:00,142.4475,43.6708,39.20,21.20,48.10,150.00,2.00,0.00,30.27,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJEC 200900Z 15002KT 9999 FEW030 04/M06 Q1025
RJFE,2020-10-20 09:00,128.8328,32.6664,66.20,51.80,59.74,10.00,7.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJFE 200900Z 01007KT CAVOK 19/11 Q1021
RJFF,2020-10-20 09:00,130.4517,33.5844,66.20,42.80,42.57,30.00,6.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJFF 200900Z 03006KT 330V080 CAVOK 19/06 Q1022 NOSIG
RJFK,2020-10-20 09:00,130.7194,31.8033,64.40,44.60,48.55,110.00,8.00,0.00,30.15,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,RJFK 200900Z 11008KT 080V150 9999 FEW035 18/07 Q1021
RJFM,2020-10-20 09:00,131.4486,31.8772,69.80,51.80,52.77,80.00,14.00,0.00,30.15,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RJFM 200900Z 08014KT 9999 FEW040 21/11 Q1021
RJFO,2020-10-20 09:00,131.7372,33.4794,64.40,50.00,59.50,M,4.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJFO 200900Z VRB04KT CAVOK 18/10 Q1022
RJAW,2020-10-20 09:00,141.3227,24.7840,80.60,77.00,88.83,200.00,7.00,0.00,29.83,M,6.21,M,FEW,BKN,BKN,M,1000.00,1500.00,15000.00,M,M,M,M,M,M,M,M,87.59,RJAW 200900Z 20007KT 9999 FEW010 BKN015 BKN150 27/25 Q1010 RMK 1CU010 5CU015 7AC150 A2985
RJBB,2020-10-20 09:00,135.2328,34.4342,69.80,55.40,60.21,340.00,8.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,3000.00,6000.00,M,M,M,M,M,M,M,M,M,M,RJBB 200900Z 34008KT 9999 FEW030 SCT060 21/13 Q1023 NOSIG
RJBE,2020-10-20 09:00,135.2239,34.6328,69.80,48.20,46.16,20.00,9.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJBE 200900Z 02009KT 9999 FEW030 21/09 Q1023
RJNK,2020-10-20 09:00,136.4075,36.3939,64.40,50.00,59.50,50.00,9.00,0.00,30.24,M,6.21,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,RJNK 200900Z 05009KT 9999 FEW050 18/10 Q1024
RJNT,2020-10-20 09:00,137.1875,36.6483,62.60,51.80,67.75,360.00,4.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJNT 200900Z 36004KT 320V040 9999 FEW030 17/11 Q1024
RJNW,2020-10-20 09:00,136.9618,37.2931,57.20,46.40,67.12,50.00,6.00,0.00,30.27,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJNW 200900Z 05006KT 9999 FEW020 14/08 Q1025
RJOA,2020-10-20 09:00,132.9194,34.4361,60.80,46.40,59.01,M,2.00,0.00,30.24,M,6.21,M,FEW,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,M,RJOA 200900Z VRB02KT 9999 FEW045 16/08 Q1024
RJOB,2020-10-20 09:00,133.8553,34.7569,60.80,46.40,59.01,M,2.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,RJOB 200900Z VRB02KT 9999 FEW035 16/08 Q1023
RJOC,2020-10-20 09:00,132.8900,35.4136,66.20,51.80,59.74,30.00,9.00,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJOC 200900Z 03009KT CAVOK 19/11 Q1024
RJOH,2020-10-20 09:00,133.2392,35.4933,64.40,53.60,67.95,70.00,11.00,0.00,30.24,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RJOH 200900Z 07011KT 9999 FEW040 18/12 Q1024
RJKA,2020-10-20 09:00,129.7125,28.4308,77.00,69.80,78.48,60.00,20.00,0.00,30.03,M,6.21,M,FEW,SCT,M,M,2000.00,2200.00,M,M,M,M,M,M,M,M,M,M,RJKA 200900Z 06020KT 9999 FEW020 SCT022 25/21 Q1017
RJOK,2020-10-20 09:00,133.6694,33.5461,66.20,51.80,59.74,20.00,5.00,0.00,30.18,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RJOK 200900Z 02005KT 9999 FEW040 19/11 Q1022
RJFU,2020-10-20 09:00,129.9136,32.9169,69.80,42.80,37.61,40.00,9.00,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJFU 200900Z 04009KT CAVOK 21/06 Q1020
RJGG,2020-10-20 09:00,136.8054,34.8584,68.00,46.40,45.88,200.00,8.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJGG 200900Z 20008KT 9999 FEW030 20/08 Q1023 NOSIG
RJKI,2020-10-20 09:00,129.9281,28.3213,77.00,69.80,78.48,60.00,17.00,0.00,30.03,M,6.21,M,SCT,BKN,OVC,M,2300.00,3100.00,5000.00,M,M,M,M,M,M,M,M,M,RJKI 200900Z AUTO 06017KT 9999 SCT023 BKN031 OVC050 25/21 Q1017
ROIG,2020-10-20 09:00,124.1633,24.3367,80.60,77.00,88.83,40.00,21.00,0.00,29.88,M,6.21,M,FEW,SCT,BKN,M,1700.00,2200.00,5000.00,M,M,M,M,M,M,M,M,87.59,ROIG 200900Z 04021KT 9999 FEW017 SCT022 BKN050 27/25 Q1012
ROMD,2020-10-20 09:00,131.2286,25.8289,78.80,73.40,83.55,60.00,13.00,0.00,29.94,M,6.21,M,SCT,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,M,ROMD 200900Z AUTO 06013KT 9999 SCT019 26/23 Q1014
ROMY,2020-10-20 09:00,125.2767,24.7933,80.60,75.20,83.66,50.00,15.00,0.00,29.91,M,6.21,M,SCT,SCT,BKN,M,1800.00,4000.00,M,M,M,M,M,M,M,M,M,86.17,ROMY 200900Z 05015KT 9999 SCT018 SCT040 BKN/// 27/24 Q1013
RORY,2020-10-20 09:00,128.4020,27.0440,78.80,71.60,78.62,70.00,14.00,0.00,29.97,M,6.21,M,FEW,SCT,BKN,M,2000.00,2300.00,2700.00,M,M,M,M,M,M,M,M,M,RORY 200900Z AUTO 07014KT 9999 FEW020 SCT023 BKN027 26/22 Q1015
RJDC,2020-10-20 09:00,131.2786,33.9300,66.20,50.00,55.88,300.00,1.00,0.00,30.18,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,M,RJDC 200900Z 30001KT 9999 FEW035 19/10 Q1022
RJOM,2020-10-20 09:00,132.6997,33.8272,68.00,51.80,56.13,40.00,4.00,0.00,30.18,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RJOM 200900Z 04004KT 9999 FEW040 20/11 Q1022
RJFS,2020-10-20 09:00,130.3000,33.1500,66.20,41.00,39.72,20.00,10.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJFS 200900Z 02010KT CAVOK 19/05 Q1021
RJFT,2020-10-20 09:00,130.8553,32.8372,64.40,46.40,51.98,50.00,8.00,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJFT 200900Z 05008KT 010V070 CAVOK 18/08 Q1021
RJOT,2020-10-20 09:00,134.0167,34.2167,59.00,51.80,76.98,130.00,3.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJOT 200900Z 13003KT 090V170 9999 FEW030 15/11 Q1023
RJSK,2020-10-20 09:00,140.2167,39.6167,53.60,44.60,71.45,360.00,4.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJSK 200900Z 36004KT CAVOK 12/07 Q1026
RJOO,2020-10-20 09:00,135.4392,34.7844,66.20,48.20,52.25,350.00,9.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJOO 200900Z 35009KT 310V010 9999 FEW030 19/09 Q1023
RJOR,2020-10-20 09:00,134.1650,35.5300,66.20,55.40,68.15,30.00,3.00,0.00,30.24,M,6.21,M,FEW,SCT,M,M,3500.00,6000.00,M,M,M,M,M,M,M,M,M,M,RJOR 200900Z 03003KT 360V110 9999 FEW035 SCT060 19/13 Q1024
RJOW,2020-10-20 09:00,131.7903,34.6764,64.40,53.60,67.95,70.00,4.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJOW 200900Z 07004KT 020V110 9999 FEW030 18/12 Q1023
RJOY,2020-10-20 09:00,135.6006,34.5967,68.00,51.80,56.13,10.00,4.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,3000.00,6000.00,M,M,M,M,M,M,M,M,M,M,RJOY 200900Z 01004KT 330V080 9999 FEW030 SCT060 20/11 Q1023
RJSA,2020-10-20 09:00,140.6886,40.7333,44.60,41.00,87.09,230.00,7.00,0.00,30.30,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,40.14,RJSA 200900Z 23007KT 9999 FEW030 07/05 Q1026
RJSC,2020-10-20 09:00,140.3711,38.4119,51.80,44.60,76.34,90.00,4.00,0.00,30.30,M,6.21,M,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,RJSC 200900Z 09004KT 9999 FEW050 11/07 Q1026
RJSF,2020-10-20 09:00,140.4281,37.2275,59.00,48.20,67.33,360.00,6.00,0.00,30.27,M,6.21,M,FEW,BKN,M,M,2000.00,4500.00,M,M,M,M,M,M,M,M,M,M,RJSF 200900Z 36006KT 9999 FEW020 BKN045 15/09 Q1025
RJSI,2020-10-20 09:00,141.1353,39.4286,55.40,44.60,66.91,330.00,4.00,0.00,30.27,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJSI 200900Z 33004KT 9999 FEW030 13/07 Q1025
RJSM,2020-10-20 09:00,141.3684,40.7032,53.60,44.60,71.45,280.00,7.00,0.00,30.30,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RJSM 200900Z 28007KT 9999 FEW040 12/07 Q1026
RJSN,2020-10-20 09:00,139.1117,37.9558,64.40,48.20,55.63,20.00,10.00,0.00,30.30,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,RJSN 200900Z 02010KT 9999 FEW040 18/09 Q1026
RJSS,2020-10-20 09:00,140.9169,38.1397,60.80,46.40,59.01,280.00,3.00,0.00,30.27,M,6.21,M,FEW,SCT,M,M,3000.00,5000.00,M,M,M,M,M,M,M,M,M,M,RJSS 200900Z 28003KT 9999 FEW030 SCT050 16/08 Q1025
RJTT,2020-10-20 09:00,139.7811,35.5533,66.20,53.60,63.82,60.00,9.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJTT 200900Z 06009KT 9999 FEW030 19/12 Q1024 BECMG 05014KT
RORS,2020-10-20 09:00,125.1447,24.8267,80.60,75.20,83.66,60.00,16.00,0.00,29.91,M,6.21,M,FEW,BKN,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,86.17,RORS 200900Z 06016KT 9999 FEW019 BKN/// 27/24 Q1013
RJNS,2020-10-20 09:00,138.1894,34.7961,60.80,51.80,72.20,360.00,4.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJNS 200900Z 36004KT 9999 FEW030 16/11 Q1023
RJBD,2020-10-20 09:00,135.3644,33.6622,64.40,51.80,63.60,100.00,5.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJBD 200900Z 10005KT 9999 FEW030 18/11 Q1023
RJFG,2020-10-20 09:00,130.9917,30.6050,66.20,57.20,72.74,70.00,6.00,0.00,30.12,M,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,RJFG 200900Z 07006KT 020V140 9999 FEW025 19/14 Q1020
RJOS,2020-10-20 09:00,134.6092,34.1322,66.20,53.60,63.82,310.00,3.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJOS 200900Z 31003KT 9999 FEW030 19/12 Q1023
RJSY,2020-10-20 09:00,139.7872,38.8122,55.40,44.60,66.91,60.00,2.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJSY 200900Z 06002KT CAVOK 13/07 Q1026
RORK,2020-10-20 09:00,131.3333,25.9167,80.60,73.40,78.76,60.00,20.00,0.00,29.94,M,6.21,M,FEW,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,85.32,RORK 200900Z AUTO 06020KT 9999 FEW019 27/23 Q1014
ROYN,2020-10-20 09:00,122.9780,24.4670,80.60,75.20,83.66,40.00,21.00,0.00,29.91,M,4.97,M,SCT,SCT,BKN,M,1400.00,1900.00,2100.00,M,M,M,M,M,M,M,M,86.17,ROYN 200900Z AUTO 04021KT 8000 SCT014 SCT019 BKN021 27/24 Q1013
ROAH,2020-10-20 09:00,127.6458,26.1958,80.60,71.60,74.11,70.00,17.00,0.00,29.94,M,6.21,M,FEW,BKN,M,M,2000.00,M,M,M,VCSH,M,M,M,M,M,M,84.57,ROAH 200900Z 07017KT 9999 VCSH FEW020 BKN/// 27/22 Q1014
ROAH,2020-10-20 09:11,127.6458,26.1958,80.60,71.60,74.11,60.00,16.00,0.00,29.94,M,6.21,26.00,FEW,BKN,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,84.57,ROAH 200911Z 06016G26KT 9999 FEW020 BKN/// 27/22 Q1014 RMK 2CU020 A2995
ROAH,2020-10-20 09:30,127.6458,26.1958,80.60,71.60,74.11,70.00,16.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,2000.00,M,M,M,-SHRA,M,M,M,M,M,M,84.57,ROAH 200930Z 07016KT 9999 -SHRA SCT020 BKN/// 27/22 Q1014
RJAA,2020-10-20 09:30,140.3856,35.7653,60.80,50.00,67.54,30.00,5.00,0.00,30.27,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJAA 200930Z 03005KT 9999 FEW030 16/10 Q1025 NOSIG
RJCC,2020-10-20 09:30,141.6926,42.7742,48.20,42.80,81.47,M,1.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJCC 200930Z VRB01KT CAVOK 09/06 Q1026
RJFF,2020-10-20 09:30,130.4517,33.5844,66.20,46.40,48.83,30.00,5.00,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJFF 200930Z 03005KT 340V070 CAVOK 19/08 Q1022 NOSIG
RJBB,2020-10-20 09:30,135.2328,34.4342,69.80,53.60,56.38,20.00,15.00,0.00,30.21,M,6.21,M,FEW,SCT,M,M,3000.00,6000.00,M,M,M,M,M,M,M,M,M,M,RJBB 200930Z 02015KT 9999 FEW030 SCT060 21/12 Q1023 NOSIG
RJGG,2020-10-20 09:30,136.8054,34.8584,66.20,48.20,52.25,200.00,8.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJGG 200930Z 20008KT 9999 FEW030 19/09 Q1023 NOSIG
RJTT,2020-10-20 09:30,139.7811,35.5533,64.40,53.60,67.95,50.00,9.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJTT 200930Z 05009KT 9999 FEW030 18/12 Q1024 NOSIG
RJOI,2020-10-20 09:55,132.2357,34.1439,69.10,46.90,45.02,60.00,8.00,0.00,30.21,1023.00,6.21,M,FEW,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,M,RJOI 200955Z 06008KT 9999 FEW025 21/08 A3021 RMK SLP230 T02060083
RJTY,2020-10-20 09:56,139.3485,35.7485,57.90,51.10,78.03,270.00,3.00,0.00,30.32,1027.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJTY 200956Z AUTO 27003KT 10SM CLR 14/11 A3032 RMK AO2 SLP273 T01440106 FZRANO $
RODN,2020-10-20 09:56,127.7676,26.3556,79.50,71.20,75.80,60.00,17.00,0.00,29.97,M,10.00,24.00,FEW,SCT,BKN,M,2100.00,3200.00,4400.00,M,M,M,M,M,M,M,M,M,RODN 200956Z AUTO 06017G24KT 10SM FEW021 SCT032 BKN044 26/22 A2997 RMK AO2 SLPNO T02640218 $
ROTM,2020-10-20 09:56,127.7565,26.2743,79.00,73.00,81.89,80.00,14.00,0.00,29.99,1013.90,6.21,21.00,SCT,BKN,M,M,2000.00,3000.00,M,M,M,M,M,M,M,M,M,M,ROTM 200956Z 08014G21KT 9999 SCT020 BKN030 26/23 A2999 RMK SLP139 T02610228
RJNS,2020-10-20 10:00,138.1894,34.7961,59.00,51.80,76.98,350.00,4.00,0.00,30.24,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJNS 201000Z 35004KT 9999 FEW030 15/11 Q1024
RJBD,2020-10-20 10:00,135.3644,33.6622,62.60,50.00,63.38,70.00,8.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJBD 201000Z 07008KT 9999 FEW030 17/10 Q1023
RJOS,2020-10-20 10:00,134.6092,34.1322,62.60,53.60,72.38,320.00,5.00,0.00,30.21,M,6.21,M,FEW,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,RJOS 201000Z 32005KT 9999 FEW030 17/12 Q1023
RJSY,2020-10-20 10:00,139.7872,38.8122,55.40,44.60,66.91,M,2.00,0.00,30.33,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,RJSY 201000Z VRB02KT CAVOK 13/07 Q1027
RORK,2020-10-20 10:00,131.3333,25.9167,80.60,73.40,78.76,60.00,22.00,0.00,29.94,M,6.21,M,SCT,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,85.32,RORK 201000Z AUTO 06022KT 9999 SCT020 27/23 Q1014
ROYN,2020-10-20 10:00,122.9780,24.4670,80.60,75.20,83.66,50.00,21.00,0.00,29.91,M,6.21,M,FEW,SCT,M,M,1500.00,5000.00,M,M,M,M,M,M,M,M,M,86.17,ROYN 201000Z AUTO 05021KT 9999 FEW015 SCT050 27/24 Q1013
ROAH,2020-10-20 10:00,127.6458,26.1958,78.80,73.40,83.55,70.00,13.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,2000.00,M,M,M,-SHRA,M,M,M,M,M,M,M,ROAH 201000Z 07013KT 9999 -SHRA SCT020 BKN/// 26/23 Q1014
RJFR,2020-10-20 10:00,131.0350,33.8456,64.40,55.40,72.56,330.00,6.00,0.00,30.21,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,RJFR 201000Z 33006KT 9999 FEW020 18/13 Q1023
